ts_recorded,ts_uploaded,obd_rpm,obd_speed,obd_engine_load
2025-05-27T19:00:19.000000Z,2025-05-27T19:00:21.610480Z,1110,60,49
2025-05-27T19:00:49.000000Z,2025-05-27T19:00:51.646604Z,1110,60,49
2025-05-27T19:01:19.000000Z,2025-05-27T19:01:21.500187Z,1110,60,49
2025-05-27T19:01:49.000000Z,2025-05-27T19:01:51.440226Z,1110,60,49
2025-05-27T19:02:19.000000Z,2025-05-27T19:02:21.465011Z,1110,60,49
2025-05-27T19:02:49.000000Z,2025-05-27T19:02:51.167987Z,1110,60,49
2025-05-27T19:03:19.000000Z,2025-05-27T19:03:20.481784Z,1110,60,49
2025-05-27T19:03:49.000000Z,2025-05-27T19:03:51.179099Z,1110,60,49
2025-05-27T19:04:19.000000Z,2025-05-27T19:04:21.563116Z,1110,60,49
2025-05-27T19:04:49.000000Z,2025-05-27T19:04:51.538650Z,1110,60,49
2025-05-27T19:05:19.000000Z,2025-05-27T19:05:21.566762Z,1110,60,49
2025-05-27T19:05:49.000000Z,2025-05-27T19:05:51.971639Z,1110,60,49
2025-05-27T19:06:19.000000Z,2025-05-27T19:06:21.921082Z,1110,60,49
2025-05-27T19:06:49.000000Z,2025-05-27T19:06:52.545878Z,1110,60,49
2025-05-27T19:07:19.000000Z,2025-05-27T19:07:21.332434Z,1110,60,49
2025-05-27T19:07:49.000000Z,2025-05-27T19:07:51.644161Z,1110,60,49
2025-05-27T19:08:19.000000Z,2025-05-27T19:08:21.554686Z,1110,60,49
2025-05-27T19:08:49.000000Z,2025-05-27T19:08:51.434550Z,1110,60,49
2025-05-27T19:09:19.000000Z,2025-05-27T19:09:21.694034Z,1110,60,49
2025-05-27T19:09:49.000000Z,2025-05-27T19:09:51.352175Z,1110,60,49
2025-05-27T19:10:19.000000Z,2025-05-27T19:10:20.363128Z,1110,60,49
2025-05-27T19:10:49.000000Z,2025-05-27T19:10:51.723242Z,1110,60,49
2025-05-27T19:11:19.000000Z,2025-05-27T19:11:21.644707Z,1110,60,49
2025-05-27T19:11:49.000000Z,2025-05-27T19:11:51.649125Z,1110,60,49
2025-05-27T19:12:19.000000Z,2025-05-27T19:12:21.599981Z,1110,60,49
2025-05-27T19:12:49.000000Z,2025-05-27T19:12:51.575889Z,1110,60,49
2025-05-27T19:13:19.000000Z,2025-05-27T19:13:21.556084Z,1110,60,49
2025-05-27T19:13:49.000000Z,2025-05-27T19:13:51.513849Z,1110,60,49
2025-05-27T19:14:19.000000Z,2025-05-27T19:14:21.208158Z,1110,60,49
2025-05-27T19:14:49.000000Z,2025-05-27T19:14:50.978912Z,1110,60,49
2025-05-27T19:15:19.000000Z,2025-05-27T19:15:20.375187Z,1110,60,49
2025-05-27T19:15:49.000000Z,2025-05-27T19:15:51.641233Z,1110,60,49
2025-05-27T19:16:19.000000Z,2025-05-27T19:16:21.769210Z,1110,60,49
2025-05-27T19:16:49.000000Z,2025-05-27T19:16:51.738706Z,1110,60,49
2025-05-27T19:17:19.000000Z,2025-05-27T19:17:21.228543Z,1110,60,49
2025-05-27T19:17:49.000000Z,2025-05-27T19:17:51.632818Z,1110,60,49
2025-05-27T19:18:19.000000Z,2025-05-27T19:18:21.375284Z,1110,60,49
2025-05-27T19:18:49.000000Z,2025-05-27T19:18:51.246067Z,1110,60,49
2025-05-27T19:19:19.000000Z,2025-05-27T19:19:21.149851Z,1110,60,49
2025-05-27T19:19:49.000000Z,2025-05-27T19:19:51.028075Z,1110,60,49
2025-05-27T19:20:19.000000Z,2025-05-27T19:20:21.380329Z,1110,60,49
2025-05-27T19:20:49.000000Z,2025-05-27T19:20:51.435054Z,1110,60,49
2025-05-27T19:21:19.000000Z,2025-05-27T19:21:21.337410Z,1110,60,49
2025-05-27T19:21:49.000000Z,2025-05-27T19:21:50.550511Z,1110,60,49
2025-05-27T19:22:19.000000Z,2025-05-27T19:22:21.621640Z,1110,60,49
2025-05-27T19:22:49.000000Z,2025-05-27T19:22:52.466062Z,1110,60,49
2025-05-27T19:23:19.000000Z,2025-05-27T19:23:22.203723Z,1110,60,49
2025-05-27T19:23:49.000000Z,2025-05-27T19:23:52.075305Z,1110,60,49
2025-05-27T19:24:19.000000Z,2025-05-27T19:24:22.500885Z,1110,60,49
2025-05-27T19:24:49.000000Z,2025-05-27T19:24:51.958209Z,1110,60,49
2025-05-27T19:25:19.000000Z,2025-05-27T19:25:21.895757Z,1110,60,49
2025-05-27T19:25:49.000000Z,2025-05-27T19:25:51.491384Z,1110,60,49
2025-05-27T19:26:19.000000Z,2025-05-27T19:26:21.031303Z,1110,60,49
2025-05-27T19:26:49.000000Z,2025-05-27T19:26:51.783532Z,1110,60,49
2025-05-27T19:27:19.000000Z,2025-05-27T19:27:21.763140Z,1110,60,49
2025-05-27T19:27:49.000000Z,2025-05-27T19:27:51.752890Z,1110,60,49
2025-05-27T19:28:19.000000Z,2025-05-27T19:28:22.297948Z,1110,60,49
2025-05-27T19:28:49.000000Z,2025-05-27T19:28:52.072746Z,1110,60,49
2025-05-27T19:29:19.000000Z,2025-05-27T19:29:22.061528Z,1110,60,49
2025-05-27T19:29:49.000000Z,2025-05-27T19:29:51.737808Z,1110,60,49
2025-05-27T19:30:19.000000Z,2025-05-27T19:30:21.277274Z,1110,60,49
2025-05-27T19:30:49.000000Z,2025-05-27T19:30:52.437217Z,1110,60,49
2025-05-27T19:31:19.000000Z,2025-05-27T19:31:21.920619Z,1110,60,49
2025-05-27T19:31:49.000000Z,2025-05-27T19:31:51.936320Z,1110,60,49
2025-05-27T19:32:19.000000Z,2025-05-27T19:32:21.810908Z,1110,60,49
2025-05-27T19:32:49.000000Z,2025-05-27T19:32:51.890030Z,1110,60,49
2025-05-27T19:33:19.000000Z,2025-05-27T19:33:21.728167Z,1110,60,49
2025-05-27T19:33:49.000000Z,2025-05-27T19:33:51.418902Z,1110,60,49
2025-05-27T19:34:19.000000Z,2025-05-27T19:34:20.924798Z,1110,60,49
2025-05-27T19:34:49.000000Z,2025-05-27T19:34:52.062402Z,1110,60,49
2025-05-27T19:35:19.000000Z,2025-05-27T19:35:22.239061Z,1110,60,49
2025-05-27T19:35:49.000000Z,2025-05-27T19:35:52.029009Z,1110,60,49
2025-05-27T19:36:19.000000Z,2025-05-27T19:36:22.508920Z,1110,60,49
2025-05-27T19:36:49.000000Z,2025-05-27T19:36:51.867188Z,1110,60,49
2025-05-27T19:37:19.000000Z,2025-05-27T19:37:21.979346Z,1110,60,49
2025-05-27T19:37:49.000000Z,2025-05-27T19:37:51.431987Z,1110,60,49
2025-05-27T19:38:19.000000Z,2025-05-27T19:38:21.120459Z,1110,60,49
2025-05-27T19:38:49.000000Z,2025-05-27T19:38:52.146122Z,1110,60,49
2025-05-27T19:39:19.000000Z,2025-05-27T19:39:21.828836Z,1110,60,49
2025-05-27T19:39:49.000000Z,2025-05-27T19:39:52.256212Z,1110,60,49
2025-05-27T19:40:19.000000Z,2025-05-27T19:40:22.171946Z,1110,60,49
2025-05-27T19:40:49.000000Z,2025-05-27T19:40:52.432132Z,1110,60,49
2025-05-27T19:41:19.000000Z,2025-05-27T19:41:22.085776Z,1110,60,49
2025-05-27T19:41:49.000000Z,2025-05-27T19:41:52.122170Z,1110,60,49
2025-05-27T19:43:19.000000Z,2025-05-27T19:43:25.657036Z,1110,60,49
2025-05-27T19:43:49.000000Z,2025-05-27T19:43:50.735674Z,1110,60,49
2025-05-27T19:44:19.000000Z,2025-05-27T19:44:21.445993Z,1110,60,49
2025-05-27T19:44:49.000000Z,2025-05-27T19:44:52.324894Z,1110,60,49
2025-05-27T19:45:19.000000Z,2025-05-27T19:45:21.842704Z,1110,60,49
2025-05-27T19:45:49.000000Z,2025-05-27T19:45:51.823416Z,1110,60,49
2025-05-27T19:46:19.000000Z,2025-05-27T19:46:21.922987Z,1110,60,49
2025-05-27T19:46:49.000000Z,2025-05-27T19:46:50.889770Z,1110,60,49
2025-05-27T19:47:19.000000Z,2025-05-27T19:47:21.291398Z,1110,60,49
2025-05-27T19:47:49.000000Z,2025-05-27T19:47:52.142976Z,1110,60,49
2025-05-27T19:48:19.000000Z,2025-05-27T19:48:22.182965Z,1110,60,49
2025-05-27T19:48:49.000000Z,2025-05-27T19:48:51.282755Z,1110,60,49
2025-05-27T19:49:19.000000Z,2025-05-27T19:49:21.323011Z,1110,60,49
2025-05-27T19:49:49.000000Z,2025-05-27T19:49:51.532316Z,1110,60,49
2025-05-27T19:50:19.000000Z,2025-05-27T19:50:22.102117Z,1110,60,49
2025-05-27T19:50:49.000000Z,2025-05-27T19:50:51.613159Z,1110,60,49
2025-05-27T19:51:19.000000Z,2025-05-27T19:51:21.116347Z,1110,60,49
2025-05-27T19:51:49.000000Z,2025-05-27T19:51:52.050571Z,1110,60,49
2025-05-27T19:52:19.000000Z,2025-05-27T19:52:21.673539Z,1110,60,49
2025-05-27T19:52:49.000000Z,2025-05-27T19:52:51.088831Z,1110,60,49
2025-05-27T19:53:19.000000Z,2025-05-27T19:53:21.762221Z,1110,60,49
2025-05-27T19:55:49.010000Z,2025-05-27T19:55:52.740439Z,0,0,0
2025-05-27T19:56:19.000000Z,2025-05-27T19:56:22.234130Z,0,0,0
2025-05-27T19:56:49.000000Z,2025-05-27T19:56:52.165622Z,0,0,49
2025-05-27T19:57:19.000000Z,2025-05-27T19:57:23.601749Z,0,0,49
2025-05-27T19:57:49.000000Z,2025-05-27T19:57:51.643757Z,0,0,49
2025-05-27T19:58:09.000000Z,2025-05-27T19:58:12.007992Z,1060,0,49
2025-05-27T19:58:11.000000Z,2025-05-27T19:58:13.201284Z,1100,57,49
2025-05-27T19:58:41.000000Z,2025-05-27T19:58:44.304618Z,1100,72,49
2025-05-27T19:59:11.000000Z,2025-05-27T19:59:14.261729Z,1100,72,49
2025-05-27T19:59:41.000000Z,2025-05-27T19:59:44.013192Z,1100,72,49
2025-05-27T20:00:11.000000Z,2025-05-27T20:00:14.219477Z,1100,72,49
2025-05-27T20:00:41.000000Z,2025-05-27T20:00:45.154241Z,1100,72,49
2025-05-27T20:01:11.000000Z,2025-05-27T20:01:13.724453Z,1100,72,49
2025-05-27T20:01:37.000000Z,2025-05-27T20:01:40.628025Z,1209,0,3
2025-05-27T20:01:45.000000Z,2025-05-27T20:01:47.549013Z,1223,1,3
2025-05-27T20:01:52.000000Z,2025-05-27T20:01:55.325416Z,1237,2,4
2025-05-27T20:02:00.000000Z,2025-05-27T20:02:03.625581Z,1251,2,4
2025-05-27T20:02:07.000000Z,2025-05-27T20:02:10.913974Z,1265,3,4
2025-05-27T20:02:15.000000Z,2025-05-27T20:02:18.842372Z,1279,4,5
2025-05-27T20:02:23.000000Z,2025-05-27T20:02:26.676464Z,1293,5,5
2025-05-27T20:02:30.000000Z,2025-05-27T20:02:34.073598Z,1100,6,5
2025-05-27T20:02:38.000000Z,2025-05-27T20:02:40.953307Z,1321,6,5
2025-05-27T20:14:51.000000Z,2025-05-27T20:14:55.464003Z,0,0,0
2025-05-27T20:15:21.000000Z,2025-05-27T20:15:23.636566Z,0,0,0
2025-05-27T20:15:51.000000Z,2025-05-27T20:15:53.753453Z,0,0,0
2025-05-27T20:16:21.000000Z,2025-05-27T20:16:24.106674Z,0,0,0
2025-05-27T20:16:37.000000Z,2025-05-27T20:16:41.006937Z,1010,0,49
2025-05-27T20:16:40.000000Z,2025-05-27T20:16:41.830947Z,1100,51,49
2025-05-27T20:17:00.000000Z,2025-05-27T20:17:09.559609Z,1100,72,49
2025-05-27T20:17:03.000000Z,2025-05-27T20:17:16.301511Z,1100,72,49
2025-05-27T20:17:04.000000Z,2025-05-27T20:17:16.977571Z,1100,72,49
2025-05-27T20:17:06.000000Z,2025-05-27T20:17:17.629576Z,1100,72,49
2025-05-27T20:17:07.000000Z,2025-05-27T20:17:20.542716Z,1100,72,49
2025-05-27T20:17:08.000000Z,2025-05-27T20:17:21.276303Z,1100,72,49
2025-05-27T20:17:09.000000Z,2025-05-27T20:17:22.025239Z,1100,72,49
2025-05-27T20:17:11.000000Z,2025-05-27T20:17:23.269388Z,1100,72,49
2025-05-27T20:17:12.000000Z,2025-05-27T20:17:23.937275Z,1100,72,49
2025-05-27T20:17:13.000000Z,2025-05-27T20:17:24.527873Z,1100,72,49
2025-05-27T20:17:14.000000Z,2025-05-27T20:17:25.168073Z,1100,72,49
2025-05-27T20:17:15.000000Z,2025-05-27T20:17:25.781108Z,1100,72,49
2025-05-27T20:17:16.000000Z,2025-05-27T20:17:26.129456Z,1100,72,49
2025-05-27T20:17:17.000000Z,2025-05-27T20:17:26.467652Z,1100,72,49
2025-05-27T20:17:18.000000Z,2025-05-27T20:17:26.960440Z,1100,72,49
2025-05-27T20:17:19.000000Z,2025-05-27T20:17:27.309391Z,1100,72,49
2025-05-27T20:17:20.000000Z,2025-05-27T20:17:27.646281Z,1100,72,49
2025-05-27T20:17:21.000000Z,2025-05-27T20:17:28.079840Z,1100,72,49
2025-05-27T20:17:22.000000Z,2025-05-27T20:17:28.444662Z,1100,72,49
2025-05-27T20:17:23.000000Z,2025-05-27T20:17:28.858433Z,1100,72,49
2025-05-27T20:17:24.000000Z,2025-05-27T20:17:29.295235Z,1100,72,49
2025-05-27T20:17:25.000000Z,2025-05-27T20:17:29.688235Z,1100,72,49
2025-05-27T20:17:26.000000Z,2025-05-27T20:17:30.166514Z,1100,72,49
2025-05-27T20:17:27.000000Z,2025-05-27T20:17:30.508746Z,1100,72,49
2025-05-27T20:17:28.000000Z,2025-05-27T20:17:30.966351Z,1100,72,49
2025-05-27T20:17:29.000000Z,2025-05-27T20:17:32.637959Z,1100,72,49
2025-05-27T20:17:30.000000Z,2025-05-27T20:17:33.532309Z,1100,72,49
2025-05-27T20:17:31.000000Z,2025-05-27T20:17:34.002088Z,1100,72,49
2025-05-27T20:17:32.000000Z,2025-05-27T20:17:37.900309Z,1100,72,49
2025-05-27T20:17:33.000000Z,2025-05-27T20:17:40.917498Z,1100,72,49
2025-05-27T20:17:34.000000Z,2025-05-27T20:17:45.254489Z,1100,72,49
2025-05-27T20:17:35.000000Z,2025-05-27T20:17:46.279468Z,1100,72,49
2025-05-27T20:17:36.000000Z,2025-05-27T20:17:48.052786Z,1100,72,49
2025-05-27T20:17:37.000000Z,2025-05-27T20:17:48.997917Z,1100,72,49
2025-05-27T20:17:38.000000Z,2025-05-27T20:17:50.350025Z,1100,72,49
2025-05-27T20:17:39.000000Z,2025-05-27T20:17:50.708131Z,1100,72,49
2025-05-27T20:17:40.000000Z,2025-05-27T20:17:54.311359Z,1100,72,49
2025-05-27T20:17:40.010000Z,2025-05-27T20:17:55.278610Z,1203,0,3
2025-05-27T20:17:40.020000Z,2025-05-27T20:17:56.537102Z,1203,0,3
2025-05-27T20:17:40.030000Z,2025-05-27T20:18:00.264290Z,1203,0,3
2025-05-27T20:17:41.000000Z,2025-05-27T20:18:02.440828Z,1203,0,3
2025-05-27T20:17:42.000000Z,2025-05-27T20:18:03.062203Z,1203,0,3
2025-05-27T20:17:43.000000Z,2025-05-27T20:18:05.946616Z,1203,0,3
2025-05-27T20:17:44.000000Z,2025-05-27T20:18:06.362461Z,1203,0,3
2025-05-27T20:17:45.000000Z,2025-05-27T20:18:10.187628Z,1203,0,3
2025-05-27T20:17:46.000000Z,2025-05-27T20:18:13.123342Z,1203,0,3
2025-05-27T20:17:47.000000Z,2025-05-27T20:18:13.537627Z,1203,0,3
2025-05-27T20:17:48.000000Z,2025-05-27T20:18:16.974558Z,1203,0,3
2025-05-27T20:17:48.010000Z,2025-05-27T20:18:17.340075Z,1217,1,3
2025-05-27T20:17:48.020000Z,2025-05-27T20:18:21.141668Z,1217,1,3
2025-05-27T20:17:49.000000Z,2025-05-27T20:18:21.546358Z,1217,1,3
2025-05-27T20:17:50.000000Z,2025-05-27T20:18:24.414047Z,1217,1,3
2025-05-27T20:17:51.000000Z,2025-05-27T20:18:28.048152Z,1217,1,3
2025-05-27T20:17:52.000000Z,2025-05-27T20:18:28.632421Z,1217,1,3
2025-05-27T20:17:53.000000Z,2025-05-27T20:18:30.967729Z,1217,1,3
2025-05-27T20:17:54.000000Z,2025-05-27T20:18:35.276584Z,1217,1,3
2025-05-27T20:17:55.000000Z,2025-05-27T20:18:38.804801Z,1217,1,3
2025-05-27T20:17:56.000000Z,2025-05-27T20:18:42.083229Z,1231,1,4
2025-05-27T20:17:56.010000Z,2025-05-27T20:18:42.595216Z,1231,1,4
2025-05-27T20:17:56.020000Z,2025-05-27T20:18:47.319691Z,1231,1,4
2025-05-27T20:17:57.000000Z,2025-05-27T20:18:47.710598Z,1231,1,4
2025-05-27T20:17:58.000000Z,2025-05-27T20:18:50.144398Z,1231,1,4
2025-05-27T20:17:59.000000Z,2025-05-27T20:18:50.490534Z,1231,1,4
2025-05-27T20:18:00.000000Z,2025-05-27T20:18:52.956072Z,1231,1,4
2025-05-27T20:18:01.000000Z,2025-05-27T20:18:53.381378Z,1231,1,4
2025-05-27T20:18:02.000000Z,2025-05-27T20:18:56.164200Z,1231,1,4
2025-05-27T20:18:03.000000Z,2025-05-27T20:18:56.538071Z,1231,1,4
2025-05-27T20:18:03.010000Z,2025-05-27T20:19:03.402977Z,1100,2,4
2025-05-27T20:18:03.020000Z,2025-05-27T20:19:03.759876Z,1100,2,4
2025-05-27T20:18:04.000000Z,2025-05-27T20:19:13.696027Z,1100,2,4
2025-05-27T20:18:05.000000Z,2025-05-27T20:19:19.235774Z,1100,2,4
2025-05-27T20:18:06.000000Z,2025-05-27T20:19:22.506328Z,1100,2,4
2025-05-27T20:18:07.000000Z,2025-05-27T20:19:29.245862Z,1100,2,4
2025-05-27T20:18:08.000000Z,2025-05-27T20:19:33.153318Z,1100,2,4
2025-05-27T20:18:09.000000Z,2025-05-27T20:19:43.064853Z,1100,2,4
2025-05-27T20:18:10.000000Z,2025-05-27T20:19:52.428417Z,1100,2,4
2025-05-27T20:18:11.000000Z,2025-05-27T20:19:58.351036Z,1100,2,4
2025-05-27T20:18:11.010000Z,2025-05-27T20:20:05.219683Z,1259,3,4
2025-05-27T20:18:11.020000Z,2025-05-27T20:20:08.047987Z,1259,3,4
2025-05-27T20:18:12.000000Z,2025-05-27T20:20:11.306448Z,1259,3,4
2025-05-27T20:18:13.000000Z,2025-05-27T20:20:11.702965Z,1259,3,4
2025-05-27T20:18:14.000000Z,2025-05-27T20:20:18.570949Z,1259,3,4
2025-05-27T20:18:15.000000Z,2025-05-27T20:20:23.033125Z,1259,3,4
2025-05-27T20:18:16.000000Z,2025-05-27T20:20:23.441805Z,1259,3,4
2025-05-27T20:18:17.000000Z,2025-05-27T20:20:27.900256Z,1259,3,4
2025-05-27T20:18:18.000000Z,2025-05-27T20:20:33.285782Z,1259,3,4
2025-05-27T20:18:18.010000Z,2025-05-27T20:20:33.620838Z,1273,4,4
2025-05-27T20:18:18.020000Z,2025-05-27T20:20:44.409082Z,1273,4,4
2025-05-27T20:18:19.000000Z,2025-05-27T20:20:44.508157Z,1273,4,4
2025-05-27T20:18:20.000000Z,2025-05-27T20:20:45.968337Z,1273,4,4
2025-05-27T20:18:21.000000Z,2025-05-27T20:20:46.409039Z,1273,4,4
2025-05-27T20:18:22.000000Z,2025-05-27T20:20:48.676897Z,1273,4,4
2025-05-27T20:18:23.000000Z,2025-05-27T20:20:50.104338Z,1273,4,4
2025-05-27T20:18:24.000000Z,2025-05-27T20:20:52.141772Z,1273,4,4
2025-05-27T20:18:25.000000Z,2025-05-27T20:20:53.473416Z,1273,4,4
2025-05-27T20:18:26.000000Z,2025-05-27T20:20:55.242596Z,1273,4,4
2025-05-27T20:18:26.010000Z,2025-05-27T20:20:57.111470Z,1287,4,5
2025-05-27T20:18:26.020000Z,2025-05-27T20:20:58.068998Z,1287,4,5
2025-05-27T20:18:27.000000Z,2025-05-27T20:21:00.190947Z,1287,4,5
2025-05-27T20:18:28.000000Z,2025-05-27T20:21:03.379202Z,1287,4,5
2025-05-27T20:18:29.000000Z,2025-05-27T20:21:04.747916Z,1287,4,5
2025-05-27T20:18:30.000000Z,2025-05-27T20:21:07.118926Z,1287,4,5
2025-05-27T20:18:31.000000Z,2025-05-27T20:21:09.381995Z,1287,4,5
2025-05-27T20:18:32.000000Z,2025-05-27T20:21:11.998708Z,1287,4,5
2025-05-27T20:18:33.000000Z,2025-05-27T20:21:12.358563Z,1287,4,5
2025-05-27T20:18:33.010000Z,2025-05-27T20:21:16.413587Z,1301,5,5
2025-05-27T20:18:33.020000Z,2025-05-27T20:21:19.418938Z,1301,5,5
2025-05-27T20:18:34.000000Z,2025-05-27T20:21:20.978912Z,1301,5,5
2025-05-27T20:18:35.000000Z,2025-05-27T20:21:22.650516Z,1301,5,5
2025-05-27T20:18:36.000000Z,2025-05-27T20:21:24.462544Z,1301,5,5
2025-05-27T20:18:37.000000Z,2025-05-27T20:21:25.537703Z,1301,5,5
2025-05-27T20:18:38.000000Z,2025-05-27T20:21:28.698538Z,1301,5,5
2025-05-27T20:18:39.000000Z,2025-05-27T20:21:30.473546Z,1301,5,5
2025-05-27T20:18:40.000000Z,2025-05-27T20:21:32.273774Z,1301,5,5
2025-05-27T20:18:41.000000Z,2025-05-27T20:21:35.513242Z,1301,5,5
2025-05-27T20:18:41.010000Z,2025-05-27T20:21:36.006545Z,1315,6,5
2025-05-27T20:18:41.020000Z,2025-05-27T20:21:38.812085Z,1315,6,5
2025-05-27T20:18:42.000000Z,2025-05-27T20:21:41.600380Z,1315,6,5
2025-05-27T20:18:43.000000Z,2025-05-27T20:21:44.903847Z,1315,6,5
2025-05-27T20:18:44.000000Z,2025-05-27T20:21:46.211678Z,1315,6,5
2025-05-27T20:18:45.000000Z,2025-05-27T20:21:48.858610Z,1315,6,5
2025-05-27T20:18:46.000000Z,2025-05-27T20:21:50.224315Z,1315,6,5
2025-05-27T20:18:47.000000Z,2025-05-27T20:21:52.380453Z,1315,6,5
2025-05-27T20:18:48.000000Z,2025-05-27T20:21:55.128375Z,1315,6,5
2025-05-27T20:18:48.010000Z,2025-05-27T20:21:55.568269Z,1329,7,5
2025-05-27T20:18:49.000000Z,2025-05-27T20:22:00.127745Z,1329,7,5
2025-05-27T20:18:50.000000Z,2025-05-27T20:22:01.004888Z,1329,7,5
2025-05-27T20:18:51.000000Z,2025-05-27T20:22:02.694212Z,1329,7,5
2025-05-27T20:18:52.000000Z,2025-05-27T20:22:05.381486Z,1329,7,5
2025-05-27T20:18:53.000000Z,2025-05-27T20:22:09.495278Z,1329,7,5
2025-05-27T20:18:54.000000Z,2025-05-27T20:22:12.209532Z,1329,7,5
2025-05-27T20:18:55.000000Z,2025-05-27T20:22:15.063134Z,1329,7,5
2025-05-27T20:18:56.000000Z,2025-05-27T20:22:16.419224Z,1329,7,5
2025-05-27T20:18:56.010000Z,2025-05-27T20:22:18.864395Z,1343,8,5
2025-05-27T20:18:56.020000Z,2025-05-27T20:22:19.298978Z,1343,8,5
2025-05-27T20:18:57.000000Z,2025-05-27T20:22:24.943202Z,1343,8,5
2025-05-27T20:18:58.000000Z,2025-05-27T20:22:25.956777Z,1343,8,5
2025-05-27T20:18:59.000000Z,2025-05-27T20:22:29.873976Z,1343,8,5
